# Метеостанция Мазаново, Россия, WMO_ID=31443, выборка с 01.01.2010 по 01.01.2014, все дни
# Кодировка: ANSI
# Данные предоставлены WEB-сайтом "Расписание Погоды", rp5.ru 
# Пожалуйста, при использовании данных, любезно указывайте названный сайт.
# Обозначения метеопараметров см. по адресу http://rp5.ru/archive.php?wmo_id=31443&lang=ru
#
"Местное время в Мазаново";"T";"Po";"P";"Pa";"U";"DD";"Ff";"ff10";"ff3";"N";"WW";"W1";"W2";"Tn";"Tx";"Cl";"Nh";"H";"Cm";"Ch";"VV";"Td";"RRR";"tR";"E";"Tg";"E'";"sss"
"05.03.2010 01:00";"-21.1";"752.6";"769.2";"";"70";"Ветер, дующий с севера";"2";"";"";"20–30%.";" ";"";"";"";"";"";"Облаков нет.";"2500 или более, или облаков нет.";"";"Перистые нитевидные, иногда когтевидные, не распространяющиеся по небу.";"50.0";"-25.1";"";"";"";"";"";"";
"04.03.2010 22:00";"-18.4";"753.1";"769.5";"";"60";"Ветер, дующий с северо-северо-востока";"1";"";"";"Облаков нет.";" ";"";"";"";"-9.6";"";"";"";"";"";"50.0";"-24.3";"";"";"";"";"";"";
"04.03.2010 19:00";"-12.3";"753.2";"769.3";"";"50";"Ветер, дующий с северо-востока";"2";"";"";"20–30%.";" ";"";"";"";"";"";"Облаков нет.";"2500 или более, или облаков нет.";"";"Перистые нитевидные, иногда когтевидные, не распространяющиеся по небу.";"50.0";"-20.6";"";"";"";"";"";"";
"04.03.2010 16:00";"-9.9";"753.2";"769.2";"";"52";"Ветер, дующий с востоко-юго-востока";"2";"";"";"90  или более, но не 100%";" ";"";"";"";"";"";"40%.";"2500 или более, или облаков нет.";"Высококучевые просвечивающие, расположенные на одном уровне.";"Перистые (часто в виде полос) и перисто-слоистые, распространяющиеся по небу и в целом обычно уплотняющиеся, но сплошная пелена поднимается над горизонтом менее чем на 45°.";"50.0";"-17.8";"";"";"";"";"";"";
"04.03.2010 13:00";"-14.2";"752.7";"768.9";"";"60";"Ветер, дующий с востоко-юго-востока";"2";"";"";"90  или более, но не 100%";" ";"";"";"";"";"";"60%.";"2500 или более, или облаков нет.";"Высококучевые просвечивающие, расположенные на одном уровне.";"Перистые (часто в виде полос) и перисто-слоистые, распространяющиеся по небу и в целом обычно уплотняющиеся, но сплошная пелена поднимается над горизонтом менее чем на 45°.";"50.0";"-20.3";"";"";"";"";"";"";
"04.03.2010 10:00";"-21.3";"753.3";"770.0";"";"85";"Ветер, дующий с северо-востока";"2";"";"";"100%.";" ";"";"";"-23.0";"";"";"100%.";"2500 или более, или облаков нет.";"Высокослоистые просвечивающие.";"Перисто-кучевые одни или перисто-кучевые, сопровождаемые перистыми или перисто-слоистыми, либо те и другие, но перисто-кучевые преобладают среди них.";"20.0";"-23.1";"";"";"";"";"Ровный слой сухого рассыпчатого снега покрывает поверхность почвы полностью.";"25.0";
"04.03.2010 07:00";"-22.3";"752.9";"769.6";"";"85";"Ветер, дующий с северо-северо-востока";"2";"";"";"100%.";" ";"";"";"";"";"";"100%.";"2500 или более, или облаков нет.";"";"Перисто-кучевые одни или перисто-кучевые, сопровождаемые перистыми или перисто-слоистыми, либо те и другие, но перисто-кучевые преобладают среди них.";"50.0";"-24.1";"";"";"";"";"";"";
"04.03.2010 04:00";"-23.0";"752.6";"769.4";"";"84";"Ветер, дующий с северо-востока";"1";"";"";"100%.";" ";"";"";"";"";"";"100%.";"2500 или более, или облаков нет.";"Высокослоистые просвечивающие.";"Перисто-кучевые одни или перисто-кучевые, сопровождаемые перистыми или перисто-слоистыми, либо те и другие, но перисто-кучевые преобладают среди них.";"50.0";"-24.9";"";"";"";"";"";"";
"04.03.2010 01:00";"-22.9";"752.4";"769.2";"";"84";"Ветер, дующий с северо-востока";"1";"";"";"100%.";" ";"";"";"";"";"";"Облаков нет.";"2500 или более, или облаков нет.";"";"Перистые (часто в виде полос) и перисто-слоистые, распространяющиеся по небу и в целом обычно уплотняющиеся, но сплошная пелена поднимается над горизонтом менее чем на 45°.";"50.0";"-24.8";"";"";"";"";"";"";
"03.03.2010 22:00";"-20.5";"752.6";"769.1";"";"80";"Ветер, дующий с северо-востока";"1";"";"";"70 – 80%.";" ";"";"";"";"-10.1";"";"Облаков нет.";"2500 или более, или облаков нет.";"";"Перистые (часто в виде полос) и перисто-слоистые, распространяющиеся по небу и в целом обычно уплотняющиеся, но сплошная пелена поднимается над горизонтом менее чем на 45°.";"50.0";"-23.0";"";"";"";"";"";"";
"03.03.2010 19:00";"-12.8";"752.0";"768.1";"";"55";"Ветер, дующий с юго-юго-запада";"2";"";"";"60%.";" ";"";"";"";"";"";"Облаков нет.";"2500 или более, или облаков нет.";"";"Перистые (часто в виде полос) и перисто-слоистые, распространяющиеся по небу и в целом обычно уплотняющиеся, но сплошная пелена поднимается над горизонтом менее чем на 45°.";"50.0";"-20.0";"";"";"";"";"";"";
"03.03.2010 16:00";"-11.4";"752.0";"767.9";"";"50";"Ветер, дующий с севера";"2";"";"";"70 – 80%.";" ";"";"";"";"";"";"40%.";"2500 или более, или облаков нет.";"Высококучевые просвечивающие, расположенные на одном уровне.";"Перистые нитевидные, иногда когтевидные, не распространяющиеся по небу.";"50.0";"-19.8";"";"";"";"";"";"";
"03.03.2010 13:00";"-15.7";"752.7";"769.0";"";"55";"Ветер, дующий с севера";"2";"";"";"20–30%.";" ";"";"";"";"";"";"Облаков нет.";"2500 или более, или облаков нет.";"";"Перистые нитевидные, иногда когтевидные, не распространяющиеся по небу.";"50.0";"-22.7";"";"";"";"";"";"";
"03.03.2010 10:00";"-25.4";"752.3";"769.3";"";"85";"Штиль, безветрие";"0";"";"";"Облаков нет.";" ";"";"";"-32.3";"";"";"";"";"";"";"50.0";"-27.2";"";"";"";"";"Ровный слой сухого рассыпчатого снега покрывает поверхность почвы полностью.";"25.0";
"03.03.2010 07:00";"-31.5";"751.7";"769.0";"";"80";"Ветер, дующий с востока";"1";"";"";"40%.";" ";"";"";"";"";"";"Облаков нет.";"2500 или более, или облаков нет.";"";"Перистые нитевидные, иногда когтевидные, не распространяющиеся по небу.";"50.0";"-33.8";"";"";"";"";"";"";
"03.03.2010 04:00";"-29.0";"750.4";"767.6";"";"80";"Ветер, дующий с юго-запада";"1";"";"";"Облаков нет.";" ";"";"";"";"";"";"";"";"";"";"50.0";"-31.3";"";"";"";"";"";"";
"03.03.2010 01:00";"-22.9";"750.8";"767.6";"";"70";"Ветер, дующий с юго-запада";"1";"";"";"Облаков нет.";" ";"";"";"";"";"";"";"";"";"";"50.0";"-26.9";"";"";"";"";"";"";
"02.03.2010 22:00";"-18.1";"750.0";"766.4";"";"60";"Штиль, безветрие";"0";"";"";"100%.";" ";"";"";"";"";"";"Облаков нет.";"2500 или более, или облаков нет.";"";"Перисто-слоистые, покрывающие все небо.";"50.0";"-24.0";"";"";"";"";"";"";
"02.03.2010 19:00";"-14.0";"749.3";"765.4";"";"50";"Штиль, безветрие";"0";"";"";"100%.";" ";"";"";"";"";"";"Облаков нет.";"2500 или более, или облаков нет.";"";"Перистые (часто в виде полос) и перисто-слоистые, распространяющиеся по небу и в целом обычно уплотняющиеся, но сплошная пелена поднимается над горизонтом менее чем на 45°.";"50.0";"-22.2";"";"";"";"";"";"";
"02.03.2010 16:00";"-13.3";"749.5";"765.5";"";"50";"Ветер, дующий с северо-запада";"1";"";"";"100%.";" ";"";"";"";"";"";"Облаков нет.";"2500 или более, или облаков нет.";"";"Перисто-слоистые, покрывающие все небо.";"50.0";"-21.5";"";"";"";"";"";"";
"02.03.2010 13:00";"-17.6";"750.5";"766.9";"";"60";"Ветер, дующий с юго-запада";"1";"";"";"100%.";" ";"";"";"";"";"";"Облаков нет.";"2500 или более, или облаков нет.";"";"Перистые (часто в виде полос) и перисто-слоистые, распространяющиеся по небу и в целом обычно уплотняющиеся, но сплошная пелена поднимается над горизонтом менее чем на 45°.";"50.0";"-23.5";"";"";"";"";"";"";
